id,time,time7c,pconf,lpconf,lpconfc,amang,amangc,amangcb,amangcw
  1,2,-1.87569875185185,0,0,-.15687732,.416666666666667,-.0697026033333333,-.470937171234568,.401234567901235
  1,3,-1.7275506037037,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,4,-1.57940245555556,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,5,-1.43125430740741,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,6,-1.28310615925926,1,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,7,-1.13495801111111,0,1,.84312268,0,-.48636927,-.470937171234568,-.0154320987654318
  1,8,-.986809862962963,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,9,-.838661714814815,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,10,-.690513566666667,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,11,-.542365418518519,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,12,-.394217270370371,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,13,-.246069122222222,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,14,-.0979209740740743,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,15,.0502271740740738,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,16,.198375322222222,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,17,.34652347037037,1,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,18,.494671618518518,0,1,.84312268,0,-.48636927,-.470937171234568,-.0154320987654318
  1,19,.642819766666666,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,20,.790967914814815,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,21,.939116062962963,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,22,1.08726421111111,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,23,1.23541235925926,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,24,1.38356050740741,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,25,1.53170865555556,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,26,1.6798568037037,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,27,1.82800495185185,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  1,28,1.9761531,0,0,-.15687732,0,-.48636927,-.470937171234568,-.0154320987654318
  3,2,-1.87569875185185,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,3,-1.7275506037037,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,4,-1.57940245555556,1,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,5,-1.43125430740741,0,1,.84312268,0,-.48636927,-.224023590987654,-.262345679012346
  3,6,-1.28310615925926,1,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,7,-1.13495801111111,0,1,.84312268,0,-.48636927,-.224023590987654,-.262345679012346
  3,8,-.986809862962963,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,9,-.838661714814815,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,10,-.690513566666667,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,11,-.542365418518519,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,12,-.394217270370371,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,13,-.246069122222222,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,14,-.0979209740740743,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,15,.0502271740740738,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,16,.198375322222222,1,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,17,.34652347037037,1,1,.84312268,0,-.48636927,-.224023590987654,-.262345679012346
  3,18,.494671618518518,0,1,.84312268,0,-.48636927,-.224023590987654,-.262345679012346
  3,19,.642819766666666,1,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,20,.790967914814815,1,1,.84312268,2.08333333333333,1.59696406333333,-.224023590987654,1.82098765432099
  3,21,.939116062962963,0,1,.84312268,4.58333333333333,4.09696406333333,-.224023590987654,4.32098765432099
  3,22,1.08726421111111,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,23,1.23541235925926,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,24,1.38356050740741,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,25,1.53170865555556,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,26,1.6798568037037,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  3,27,1.82800495185185,0,0,-.15687732,.416666666666667,-.0697026033333333,-.224023590987654,.154320987654321
  3,28,1.9761531,0,0,-.15687732,0,-.48636927,-.224023590987654,-.262345679012346
  5,2,-1.87569875185185,0,0,-.15687732,2.08333333333333,1.59696406333333,1.61363073,-.0166666666666662
  5,3,-1.7275506037037,0,0,-.15687732,2.5,2.01363073,1.61363073,.4
  5,4,-1.57940245555556,0,0,-.15687732,1.25,.76363073,1.61363073,-.85
  5,5,-1.43125430740741,0,0,-.15687732,4.16666666666667,3.68029739666667,1.61363073,2.06666666666667
  5,6,-1.28310615925926,0,0,-.15687732,2.08333333333333,1.59696406333333,1.61363073,-.0166666666666662
  5,7,-1.13495801111111,0,0,-.15687732,.833333333333333,.346964063333333,1.61363073,-1.26666666666667
  5,8,-.986809862962963,0,0,-.15687732,.833333333333333,.346964063333333,1.61363073,-1.26666666666667
  5,9,-.838661714814815,0,0,-.15687732,1.66666666666667,1.18029739666667,1.61363073,-.433333333333333
  5,10,-.690513566666667,0,0,-.15687732,2.08333333333333,1.59696406333333,1.61363073,-.0166666666666662
  5,11,-.542365418518519,0,0,-.15687732,2.08333333333333,1.59696406333333,1.61363073,-.0166666666666662
  5,12,-.394217270370371,0,0,-.15687732,1.66666666666667,1.18029739666667,1.61363073,-.433333333333333
  5,13,-.246069122222222,0,0,-.15687732,0,-.48636927,1.61363073,-2.1
  5,14,-.0979209740740743,0,0,-.15687732,.416666666666667,-.0697026033333333,1.61363073,-1.68333333333333
  5,15,.0502271740740738,1,0,-.15687732,0,-.48636927,1.61363073,-2.1
  5,16,.198375322222222,0,1,.84312268,2.5,2.01363073,1.61363073,.4
  5,17,.34652347037037,0,0,-.15687732,2.5,2.01363073,1.61363073,.4
  5,18,.494671618518518,0,0,-.15687732,7.5,7.01363073,1.61363073,5.4
  5,19,.642819766666666,0,0,-.15687732,5.83333333333333,5.34696406333333,1.61363073,3.73333333333333
  5,20,.790967914814815,0,0,-.15687732,3.33333333333333,2.84696406333333,1.61363073,1.23333333333333
  5,21,.939116062962963,0,0,-.15687732,3.33333333333333,2.84696406333333,1.61363073,1.23333333333333
  5,22,1.08726421111111,0,0,-.15687732,.416666666666667,-.0697026033333333,1.61363073,-1.68333333333333
  5,23,1.23541235925926,0,0,-.15687732,.833333333333333,.346964063333333,1.61363073,-1.26666666666667
  5,24,1.38356050740741,0,0,-.15687732,.833333333333333,.346964063333333,1.61363073,-1.26666666666667
  5,25,1.53170865555556,0,0,-.15687732,1.66666666666667,1.18029739666667,1.61363073,-.433333333333333
  5,26,1.6798568037037,0,0,-.15687732,2.08333333333333,1.59696406333333,1.61363073,-.0166666666666662
  6,3,-1.7275506037037,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,4,-1.57940245555556,1,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,5,-1.43125430740741,0,1,.84312268,5,4.51363073,-.278035936666667,4.79166666666667
  6,6,-1.28310615925926,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,7,-1.13495801111111,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,8,-.986809862962963,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,11,-.542365418518519,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,12,-.394217270370371,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,13,-.246069122222222,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,14,-.0979209740740743,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,15,.0502271740740738,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,16,.198375322222222,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,17,.34652347037037,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,18,.494671618518518,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,19,.642819766666666,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,20,.790967914814815,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
  6,21,.939116062962963,0,0,-.15687732,0,-.48636927,-.278035936666667,-.208333333333333
