"id","time","timec","freldis","fwkdis","fwkstr","fwkstrc","fwkdisc","freldisc","fwkstrcb","fwkdiscb","freldiscb","fwkstrcw","fwkdiscw","freldiscw","x","m","y"
101,1,-10,3.03448275862069,5.59011893870082,3,0.0299999999999998,0.36011893870082,-1.60551724137931,-0.30333333333333,-0.622759116455366,-0.163444626892903,0.33333333333333,0.982878055156186,-1.44207261448641,0.33333333333333,0.982878055156186,-1.44207261448641
101,2,-9,4.62068965517241,5.5352241537054,3,0.0299999999999998,0.305224153705398,-0.019310344827586,-0.303333333333334,-0.622759116455366,-0.163444626892903,0.333333333333334,0.927983270160764,0.144134282065317,0.333333333333334,0.927983270160764,0.144134282065317
101,3,-8,2.85057471264368,3.88838060384264,3,0.0299999999999998,-1.34161939615737,-1.78942528735632,-0.303333333333334,-0.622759116455366,-0.163444626892903,0.333333333333334,-0.718860279702004,-1.62598066046342,0.333333333333334,-0.718860279702004,-1.62598066046342
101,4,-7,6.39846743295019,5.35224153705398,4,1.03,0.12224153705398,1.75846743295019,-0.303333333333334,-0.622759116455366,-0.163444626892903,1.33333333333333,0.745000653509346,1.92191205984309,1.33333333333333,0.745000653509346,1.92191205984309
101,5,-6,2.54406130268199,4.48307410795974,1,-1.97,-0.746925892040257,-2.09593869731801,-0.303333333333334,-0.622759116455366,-0.163444626892903,-1.66666666666667,-0.124166775584891,-1.93249407042511,-1.66666666666667,-0.124166775584891,-1.93249407042511
101,6,-5,5.16475095785441,3.33943275388838,2,-0.97,-1.89056724611162,0.524750957854407,-0.303333333333334,-0.622759116455366,-0.163444626892903,-0.666666666666666,-1.26780812965625,0.68819558474731,-0.666666666666666,-1.26780812965625,0.68819558474731
101,7,-4,2.70498084291188,4.13540713632205,3,0.0299999999999998,-1.09459286367795,-1.93501915708812,-0.303333333333334,-0.622759116455366,-0.163444626892903,0.333333333333334,-0.471833747222584,-1.77157453019522,0.333333333333334,-0.471833747222584,-1.77157453019522
101,8,-3,5.00383141762452,5.80054894784995,4,1.03,0.570548947849954,0.363831417624521,-0.303333333333334,-0.622759116455366,-0.163444626892903,1.33333333333333,1.19330806430532,0.527276044517424,1.33333333333333,1.19330806430532,0.527276044517424
101,9,-2,4.09961685823755,5.43458371454712,3,0.0299999999999998,0.204583714547118,-0.540383141762452,-0.303333333333334,-0.622759116455366,-0.163444626892903,0.333333333333334,0.827342831002484,-0.376938514869549,0.333333333333334,0.827342831002484,-0.376938514869549
101,10,-1,5.47126436781609,4.83074107959744,2,-0.97,-0.399258920402562,0.831264367816092,-0.303333333333334,-0.622759116455366,-0.163444626892903,-0.666666666666666,0.223500196052804,0.994708994708995,-0.666666666666666,0.223500196052804,0.994708994708995
